title,description,thumbnail
Unhinged,"In the #1 New York Times bestseller, the former Assistant to the President and Director of Communications for the Office of Public Liaison in the Trump White House provides an eye-opening and “explosive” (The Boston Globe) look into the corruption and controversy of the current administration. Few were a member of Donald Trump’s inner orbit longer than Omarosa Manigault Newman. Their relationship spanned fifteen years—through four television shows, a presidential campaign, and a year by his side in the most chaotic, outrageous White House in history. But that relationship came to a decisive and definitive end, and Omarosa finally shares her side of the story in this “deftly executed” (The Guardian), jaw-dropping account. A stunning tell-all and takedown from a strong, intelligent woman who took every name and number, Unhinged is a must-read for any concerned citizen.",http://books.google.com/books/content?id=lFReDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Restless Wave,"#1 NEW YORK TIMES BESTSELLER “History matters to McCain, and for him America is and was about its promise. The book is his farewell address, a mixture of the personal and the political. ‘I have loved my life,’ he writes. ‘All of it.’ The Restless Wave is a fitting valedictory for a man who seldom backed down.” —The Guardian (US) “A book-length meditation on what it means to face the hard challenges of long life and the sobering likelihood of imminent death…A reflection on hardship, a homily on purpose, a celebration of life — and a challenge to Americans to live up to their values and founding principles at a time when both are in jeopardy.” —The Boston Globe In this candid political memoir from Senator John McCain, an American hero reflects on his life and what matters most. “I don’t know how much longer I’ll be here. Maybe I’ll have another five years…Maybe I’ll be gone before you read this. My predicament is, well, rather unpredictable. But I’m prepared for either contingency, or at least I’m getting prepared. I have some things I’d like to take care of first, some work that needs finishing, and some people I need to see. And I want to talk to my fellow Americans a little more if I may.” So writes John McCain in this inspiring, moving, frank, and deeply personal memoir. Written while confronting a mortal illness, McCain looks back with appreciation on his years in the Senate, his historic 2008 campaign for the presidency against Barack Obama, and his crusades on behalf of democracy and human rights in Eastern Europe and the Middle East. Always the fighter, McCain attacks the spurious nationalism and political polarization afflicting American policy. He makes an impassioned case for democratic internationalism and bi-partisanship. He recalls his disagreements with several presidents, and minces no words in his objections to some of President Trump's statements and policies. At the same time, he tells stories of his most satisfying moments of public service and offers a positive vision of America that looks beyond the Trump presidency. The Restless Wave is John McCain at his best.",http://books.google.com/books/content?id=jzyUDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Sapiens,"New York Times Bestseller A Summer Reading Pick for President Barack Obama, Bill Gates, and Mark Zuckerberg From a renowned historian comes a groundbreaking narrative of humanity’s creation and evolution—a #1 international bestseller—that explores the ways in which biology and history have defined us and enhanced our understanding of what it means to be “human.” One hundred thousand years ago, at least six different species of humans inhabited Earth. Yet today there is only one—homo sapiens. What happened to the others? And what may happen to us? Most books about the history of humanity pursue either a historical or a biological approach, but Dr. Yuval Noah Harari breaks the mold with this highly original book that begins about 70,000 years ago with the appearance of modern cognition. From examining the role evolving humans have played in the global ecosystem to charting the rise of empires, Sapiens integrates history and science to reconsider accepted narratives, connect past developments with contemporary concerns, and examine specific events within the context of larger ideas. Dr. Harari also compels us to look ahead, because over the last few decades humans have begun to bend laws of natural selection that have governed life for the past four billion years. We are acquiring the ability to design not only the world around us, but also ourselves. Where is this leading us, and what do we want to become? Featuring 27 photographs, 6 maps, and 25 illustrations/diagrams, this provocative and insightful work is sure to spark debate and is essential reading for aficionados of Jared Diamond, James Gleick, Matt Ridley, Robert Wright, and Sharon Moalem.",http://books.google.com/books/content?id=FmyBAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Fear,"OVER 2 MILLION COPIES SOLD RUNAWAY #1 NEW YORK TIMES BESTSELLER SENSATIONAL #1 INTERNATIONAL BESTSELLER “Explosive.”—The Washington Post “Devastating.”—The New Yorker “Unprecedented.”—CNN “Great reporting...astute.”—Hugh Hewitt THE INSIDE STORY ON PRESIDENT TRUMP, AS ONLY BOB WOODWARD CAN TELL IT With authoritative reporting honed through nine presidencies, author Bob Woodward reveals in unprecedented detail the harrowing life inside President Donald Trump’s White House and precisely how he makes decisions on major foreign and domestic policies. Fear is the most intimate portrait of a sitting president ever published during the president’s first years in office. The focus is on the explosive debates and the decision-making in the Oval Office, the Situation Room, Air Force One and the White House residence. Woodward draws from hundreds of hours of interviews with firsthand sources, meeting notes, personal diaries, files and documents. Often with day-by-day details, dialogue and documentation, Fear tracks key foreign issues from North Korea, Afghanistan, Iran, the Middle East, NATO, China and Russia. It reports in-depth on Trump’s key domestic issues particularly trade and tariff disputes, immigration, tax legislation, the Paris Climate Accord and the racial violence in Charlottesville in 2017. Fear presents vivid details of the negotiations between Trump’s attorneys and Robert Mueller, the special counsel in the Russia investigation, laying out for the first time the meeting-by-meeting discussions and strategies. It discloses how senior Trump White House officials joined together to steal draft orders from the president’s Oval Office desk so he would not issue directives that would jeopardize top secret intelligence operations. “It was no less than an administrative coup d’état,” Woodward writes, “a nervous breakdown of the executive power of the most powerful county in the world.”",http://books.google.com/books/content?id=te-oDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ship of Fools,"The #1 New York Times bestseller from FOX News star of Tucker Carlson Tonight offers “a targeted snipe at the Democrats and Republicans and their elite enablers” (New York Journal of Books) in a funny political commentary on how America’s ruling class has failed everyday Americans. “Informal and often humorous…an entertainingly told narrative of elite malfeasance” (Publishers Weekly), Tucker Carlson’s Ship of Fools tells the truth about the new American elites, a group whose power and wealth has grown beyond imagination even as the rest of the country has withered. The people who run America now barely interact with it. They fly on their own planes, ski on their own mountains, watch sporting events far from the stands in sky boxes. They have total contempt for you. In Ship of Fools, Tucker Carlson offers a blistering critique of our new overlords and answers the all-important question: How do we put the country back on course? Traditional liberals are gone, he writes. The patchouli-scented hand-wringers who worried about whales and defended free speech have been replaced by globalists who hide their hard-edged economic agenda behind the smokescreen of identity politics. They’ll outsource your job while lecturing you about transgender bathrooms. Left and right, Carlson says, are no longer meaningful categories in America. “The rift is between those who benefit from the status quo, and those who don’t.” Our leaders are fools, Carlson concludes, “unaware that they are captains of a sinking ship.” But in the signature and witty style that viewers of Tucker Carlson Tonight enjoy so much, Ship of Fools is “bulging with big and interesting ideas, presented succinctly with wit and precision, each chapter a potential book in itself” (The Washington Times).",http://books.google.com/books/content?id=r-esDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Killing the SS,"The Instant #1 New York Times Bestseller (October 2018) Confronting Nazi evil is the subject of the latest installment in the mega-bestselling Killing series As the true horrors of the Third Reich began to be exposed immediately after World War II, the Nazi war criminals who committed genocide went on the run. A few were swiftly caught, including the notorious SS leader, Heinrich Himmler. Others, however, evaded capture through a sophisticated Nazi organization designed to hide them. Among those war criminals were Josef Mengele, the “Angel of Death” who performed hideous medical experiments at Auschwitz; Martin Bormann, Hitler’s brutal personal secretary; Klaus Barbie, the cruel ""Butcher of Lyon""; and perhaps the most awful Nazi of all: Adolf Eichmann. Killing the SS is the epic saga of the espionage and daring waged by self-styled ""Nazi hunters."" This determined and disparate group included a French husband and wife team, an American lawyer who served in the army on D-Day, a German prosecutor who had signed an oath to the Nazi Party, Israeli Mossad agents, and a death camp survivor. Over decades, these men and women scoured the world, tracking down the SS fugitives and bringing them to justice, which often meant death. Written in the fast-paced style of the Killing series, Killing the SS will educate and stun the reader. The final chapter is truly shocking.",http://books.google.com/books/content?id=wxpNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Beastie Boys Book,"#1 NEW YORK TIMES BESTSELLER • A panoramic experience that tells the story of Beastie Boys, a book as unique as the band itself—by band members ADROCK and Mike D, with contributions from Amy Poehler, Colson Whitehead, Wes Anderson, Luc Sante, and more. The inspiration for the Spike Jonze “live documentary” Beastie Boys Story, now streaming on Apple TV+ NAMED ONE OF THE BEST BOOKS OF THE YEAR BY Rolling Stone • The Guardian • Paste Formed as a New York City hardcore band in 1981, Beastie Boys struck an unlikely path to global hip hop superstardom. Here is their story, told for the first time in the words of the band. Adam “ADROCK” Horovitz and Michael “Mike D” Diamond offer revealing and very funny accounts of their transition from teenage punks to budding rappers; their early collaboration with Russell Simmons and Rick Rubin; the debut album that became the first hip hop record ever to hit #1, Licensed to Ill—and the album’s messy fallout as the band broke with Def Jam; their move to Los Angeles and rebirth with the genre-defying masterpiece Paul’s Boutique; their evolution as musicians and social activists over the course of the classic albums Check Your Head, Ill Communication, and Hello Nasty and the Tibetan Freedom Concert benefits conceived by the late Adam “MCA” Yauch; and more. For more than thirty years, this band has had an inescapable and indelible influence on popular culture. With a style as distinctive and eclectic as a Beastie Boys album, Beastie Boys Book upends the typical music memoir. Alongside the band narrative you will find rare photos, original illustrations, a cookbook by chef Roy Choi, a graphic novel, a map of Beastie Boys’ New York, mixtape playlists, pieces by guest contributors, and many more surprises. Praise for Beastie Boys Book “A fascinating, generous book with portraits and detail that float by in bursts of color . . . As with [the band’s] records, the book’s structure is a lyrical three-man weave. . . . Diamond’s voice is lapidary, droll. Horovitz comes on like a borscht belt comedian, but beneath that he is urgent, incredulous, kind of vulnerable. . . . Friendship is the book’s subject as much as music, fame and New York.”—The New York Times Book Review “Wild, moving . . . resembles a Beastie Boys LP in its wild variety of styles.”—Rolling Stone",http://books.google.com/books/content?id=RbtMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Becoming,"In a life filled with meaning and accomplishment, Michelle Obama has emerged as one of the most iconic and compelling women of our era. As First Lady of the United States of America, she helped create the most welcoming and inclusive White House in history. With unerring honesty and lively wit, she describes her triumphs and her disappointments, both public and private. A deeply personal reckoning of a woman of soul and substance who has steadily defied expectations.",http://books.google.com/books/content?id=hi17DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Threat,"#1 New York Times Bestseller #1 Washington Post Bestseller #1 Wall Street Journal Bestseller On March 16, 2018, just twenty-six hours before his scheduled retirement from the organization he had served with distinction for more than two decades, Andrew G. McCabe was fired from his position as deputy director of the FBI. President Donald Trump celebrated on Twitter: ""Andrew McCabe FIRED, a great day for the hard working men and women of the FBI - A great day for Democracy."" In The Threat: How the FBI Protects America in the Age of Terror and Trump, Andrew G. McCabe offers a dramatic and candid account of his career, and an impassioned defense of the FBI's agents, and of the institution's integrity and independence in protecting America and upholding our Constitution. McCabe started as a street agent in the FBI's New York field office, serving under director Louis Freeh. He became an expert in two kinds of investigations that are critical to American national security: Russian organized crime—which is inextricably linked to the Russian state—and terrorism. Under Director Robert Mueller, McCabe led the investigations of major attacks on American soil, including the Boston Marathon bombing, a plot to bomb the New York subways, and several narrowly averted bombings of aircraft. And under James Comey, McCabe was deeply involved in the controversial investigations of the Benghazi attack, the Clinton Foundation's activities, and Hillary Clinton's use of a private email server when she was secretary of state. The Threat recounts in compelling detail the time between Donald Trump's November 2016 election and McCabe's firing, set against a page-turning narrative spanning two decades when the FBI's mission shifted to a new goal: preventing terrorist attacks on Americans. But as McCabe shows, right now the greatest threat to the United States comes from within, as President Trump and his administration ignore the law, attack democratic institutions, degrade human rights, and undermine the U.S. Constitution that protects every citizen. Important, revealing, and powerfully argued, The Threat tells the true story of what the FBI is, how it works, and why it will endure as an institution of integrity that protects America.",http://books.google.com/books/content?id=F7tuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Right Side of History,"Now a #1 New York Times Bestseller. Human beings have never had it better than we have it now in the West. So why are we on the verge of throwing it all away? In 2016, New York Times bestselling author Ben Shapiro spoke at the University of California–Berkeley. Hundreds of police officers were required to protect his speech. What was so frightening about Shapiro? He came to argue that Western civilization is in the midst of a crisis of purpose and ideas; that we have let grievances replace our sense of community and political expediency limit our individual rights; that we are teaching our kids that their emotions matter more than rational debate; and that the only meaning in life is arbitrary and subjective. As a society, we are forgetting that almost everything great that has ever happened in history happened because of people who believed in both Judeo-Christian values and in the Greek-born power of reason. In The Right Side of History, Shapiro sprints through more than 3,500 years, dozens of philosophers, and the thicket of modern politics to show how our freedoms are built upon the twin notions that every human being is made in God’s image and that human beings were created with reason capable of exploring God’s world. We can thank these values for the birth of science, the dream of progress, human rights, prosperity, peace, and artistic beauty. Jerusalem and Athens built America, ended slavery, defeated the Nazis and the Communists, lifted billions from poverty, and gave billions more spiritual purpose. Jerusalem and Athens built America, ended slavery, defeated the Nazis and the Communists, lifted billions from poverty, and gave billions more spiritual purpose. Yet we are in the process of abandoning Judeo-Christian values and Greek natural law, watching our civilization collapse into age-old tribalism, individualistic hedonism, and moral subjectivism. We believe we can satisfy ourselves with intersectionality, scientific materialism, progressive politics, authoritarian governance, or nationalistic solidarity. We can’t. The West is special, and in The Right Side of History, Ben Shapiro bravely explains how we have lost sight of the moral purpose that drives each of us to be better, the sacred duty to work together for the greater good,.",http://books.google.com/books/content?id=u59rDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Life Will Be the Death of Me,"#1 NEW YORK TIMES BESTSELLER * The funny, sad, super-honest, all-true story of Chelsea Handler's year of self-discovery--featuring a nerdily brilliant psychiatrist, a shaman, four Chow Chows, some well-placed security cameras, various family members (living and departed), friends, assistants, and a lot of edibles A SKIMM READS PICK * ""This will be one of your favorite books of all time.""--Amy Schumer In a haze of vape smoke on a rare windy night in L.A. in the fall of 2016, Chelsea Handler daydreams about what life will be like with a woman in the White House. And then Donald Trump happens. In a torpor of despair, she decides that she's had enough of the privileged bubble she's lived in--a bubble within a bubble--and that it's time to make some changes, both in her personal life and in the world at large. At home, she embarks on a year of self-sufficiency--learning how to work the remote, how to pick up dog shit, where to find the toaster. She meets her match in an earnest, brainy psychiatrist and enters into therapy, prepared to do the heavy lifting required to look within and make sense of a childhood marked by love and loss and to figure out why people are afraid of her. She becomes politically active--finding her voice as an advocate for change, having difficult conversations, and energizing her base. In the process, she develops a healthy fixation on Special Counsel Robert Mueller and, through unflinching self-reflection and psychological excavation, unearths some glittering truths that light up the road ahead. Thrillingly honest, insightful, and deeply, darkly funny, Chelsea Handler's memoir keeps readers laughing, even as it inspires us to look within and ask ourselves what really matters in our own lives. Praise for Life Will Be the Death of Me ""You thought you knew Chelsea Handler--and she thought she knew herself--but in her new book, she discovers that true progress lies in the direction we haven't been.""--Gloria Steinem ""I always wondered what it would be like to watch Chelsea Handler in session with her therapist. Now I know.""--Ellen DeGeneres ""I love this book not just because it made me laugh or because I learned that I feel the same way about certain people in politics as Chelsea does. I love this book because I feel like I finally really got to know Chelsea Handler after all these years. Thank you for sharing, Chelsea!""--Tiffany Haddish",http://books.google.com/books/content?id=XIfnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Mueller Report,"Read The Complete Mueller Report Remastered Digitally This book transcribes the legal document released by the U.S. Department of Justice that was redacted and released in scanned format to the public on April 18, 2019. Meticulous formatting and proofing was done to match this very important document in United States History. Complete & Remastered digitization translation of text and redacted areas Reduced sized text in a 6 x 9 inch book for easy travel Paged 1 through 448 The report consists of two volumes which detail the two-year investigation into Russian interference in the 2016 presidential election and the President's public and private actions during the course of that investigation. Volume I of the report centers around the counterintelligence investigation that was taking place before the Special Counsel was formed that centered around Trump campaign officials and their ties to the Russian Government and whether there was any coordination between the campaign and Russia's efforts. Volume II addresses the President's actions towards the FBI's investigation into Russia's interference in the 2016 presidential election and his actions towards the Special Counsel's investigation. Get your copy today!",http://books.google.com/books/content?id=YNmzxgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Pioneers,"The #1 New York Times bestseller by Pulitzer Prize–winning historian David McCullough rediscovers an important chapter in the American story that’s “as resonant today as ever” (The Wall Street Journal)—the settling of the Northwest Territory by courageous pioneers who overcame incredible hardships to build a community based on ideals that would define our country. As part of the Treaty of Paris, in which Great Britain recognized the new United States of America, Britain ceded the land that comprised the immense Northwest Territory, a wilderness empire northwest of the Ohio River containing the future states of Ohio, Indiana, Illinois, Michigan, and Wisconsin. A Massachusetts minister named Manasseh Cutler was instrumental in opening this vast territory to veterans of the Revolutionary War and their families for settlement. Included in the Northwest Ordinance were three remarkable conditions: freedom of religion, free universal education, and most importantly, the prohibition of slavery. In 1788 the first band of pioneers set out from New England for the Northwest Territory under the leadership of Revolutionary War veteran General Rufus Putnam. They settled in what is now Marietta on the banks of the Ohio River. McCullough tells the story through five major characters: Cutler and Putnam; Cutler’s son Ephraim; and two other men, one a carpenter turned architect, and the other a physician who became a prominent pioneer in American science. “With clarity and incisiveness, [McCullough] details the experience of a brave and broad-minded band of people who crossed raging rivers, chopped down forests, plowed miles of land, suffered incalculable hardships, and braved a lonely frontier to forge a new American ideal” (The Providence Journal). Drawn in great part from a rare and all-but-unknown collection of diaries and letters by the key figures, The Pioneers is a uniquely American story of people whose ambition and courage led them to remarkable accomplishments. “A tale of uplift” (The New York Times Book Review), this is a quintessentially American story, written with David McCullough’s signature narrative energy.",http://books.google.com/books/content?id=B83bDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Howard Stern Comes Again,Howard Stern's first book in over twenty years contains many interviews with his guests throughout the years.,http://books.google.com/books/content?id=59CMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unfreedom of the Press,"Six-time New York Times bestselling author, FOX News star, and radio host Mark R. Levin “trounces the news media” (The Washington Times) in this timely and groundbreaking book demonstrating how the great tradition of American free press has degenerated into a standardless profession that has squandered the faith and trust of the public. Unfreedom of the Press is not just another book about the press. In “Levin’s finest work” (Breitbart), he shows how those entrusted with news reporting today are destroying freedom of the press from within—not through actions of government officials, but with its own abandonment of reportorial integrity and objective journalism. With the depth of historical background for which his books are renowned, Levin takes you on a journey through the early American patriot press, which proudly promoted the principles set forth in the Declaration of Independence and the Constitution. This is followed by the early decades of the Republic during which newspapers around the young country were open and transparent about their fierce allegiance to one political party or another. It was only at the start of the Progressive Era and the 20th century that the supposed “objectivity of the press” first surfaced, leaving us where we are today: with a partisan party-press overwhelmingly aligned with a political ideology but hypocritically engaged in a massive untruth as to its real nature.",http://books.google.com/books/content?id=LvLwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Three Women,"#1 NEW YORK TIMES BESTSELLER * #1 SUNDAY TIMES BESTSELLER * #1 INDIE NEXT PICK A Best Book of the Year: The Washington Post * NPR * The Atlantic * New York Public Library * Vanity Fair * PBS * Time * Economist * Entertainment Weekly * Financial Times * Shelf Awareness * Guardian * Sunday Times * BBC * Esquire * Good Housekeeping * Elle * Real Simple “THIS IS THE BEST BOOK OF THE YEAR. This is it. This is the one...It blew the top of my head off and I haven’t been able to stop thinking or talking about it since.” —Elizabeth Gilbert “Taddeo spent eight years reporting this groundbreaking book...Breathtaking...Staggeringly intimate.” —Entertainment Weekly “A breathtaking and important book…What a fine thing it is to be enthralled by another writer’s sentences. To be stunned by her intellect and heart.” —Cheryl Strayed A riveting true story about the sex lives of three real American women, based on nearly a decade of reporting. Hailed as “a dazzling achievement” (Los Angeles Times) and “riveting page-turner that explores desire, heartbreak, and infatuation in all its messy, complicated nuance” (The Washington Post), Lisa Taddeo’s Three Women has captivated readers, booksellers, and critics—and topped bestseller lists—worldwide. In suburban Indiana we meet Lina, a homemaker and mother of two whose marriage, after a decade, has lost its passion. Starved for affection, Lina battles daily panic attacks and, after reconnecting with an old flame through social media, embarks on an affair that quickly becomes all-consuming. In North Dakota we meet Maggie, a seventeen-year-old high school student who allegedly has a clandestine physical relationship with her handsome, married English teacher; the ensuing criminal trial will turn their quiet community upside down. Finally, in an exclusive enclave of the Northeast, we meet Sloane—a gorgeous, successful, and refined restaurant owner—who is happily married to a man who likes to watch her have sex with other men and women. Based on years of immersive reporting and told with astonishing frankness and immediacy, Three Women is both a feat of journalism and a triumph of storytelling, brimming with nuance and empathy. “A work of deep observation, long conversations, and a kind of journalistic alchemy” (Kate Tuttle, NPR), Three Women introduces us to three unforgettable women—and one remarkable writer—whose experiences remind us that we are not alone.",http://books.google.com/books/content?id=hy2BDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Call Sign Chaos,"A clear-eyed account of learning how to lead in a chaotic world, by General Jim Mattis--the former Secretary of Defense and one of the most formidable strategic thinkers of our time--and Bing West, a former assistant secretary of defense and combat Marine. Call Sign Chaos is the account of Jim Mattis's storied career, from wide-ranging leadership roles in three wars to ultimately commanding a quarter of a million troops across the Middle East. Along the way, Mattis recounts his foundational experiences as a leader, extracting the lessons he has learned about the nature of warfighting and peacemaking, the importance of allies, and the strategic dilemmas--and short-sighted thinking--now facing our nation. He makes it clear why America must return to a strategic footing so as not to continue winning battles but fighting inconclusive wars. Mattis divides his book into three parts: direct leadership, executive leadership, and strategic leadership. In the first part, Mattis recalls his early experiences leading Marines into battle, when he knew his troops as well as his own brothers. In the second part, he explores what it means to command thousands of troops and how to adapt your leadership style to ensure your intent is understood by your most junior troops so that they can own their mission. In the third part, Mattis describes the challenges and techniques of leadership at the strategic level, where military leaders reconcile war's grim realities with political leaders' human aspirations, where complexity reigns and the consequences of imprudence are severe, even catastrophic. Call Sign Chaos is a memoir of lifelong learning, following along as Mattis rises from Marine recruit to four-star general. It is a journey learning to lead and a story about how he, through constant study and action, developed a unique leadership philosophy--one relevant to us all.",http://books.google.com/books/content?id=4i6aDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Talking to Strangers,"A Best Book of the Year: The Financial Times, Bloomberg, Chicago Tribune, and Detroit Free Pres Malcolm Gladwell, host of the podcast Revisionist History and author of the #1 New York Times bestseller Outliers, offers a powerful examination of our interactions with strangers -- and why they often go wrong. How did Fidel Castro fool the CIA for a generation? Why did Neville Chamberlain think he could trust Adolf Hitler? Why are campus sexual assaults on the rise? Do television sitcoms teach us something about the way we relate to each other that isn't true? While tackling these questions, Malcolm Gladwell was not solely writing a book for the page. He was also producing for the ear. In the audiobook version of Talking to Strangers, you'll hear the voices of people he interviewed--scientists, criminologists, military psychologists. Court transcripts are brought to life with re-enactments. You actually hear the contentious arrest of Sandra Bland by the side of the road in Texas. As Gladwell revisits the deceptions of Bernie Madoff, the trial of Amanda Knox, and the suicide of Sylvia Plath, you hear directly from many of the players in these real-life tragedies. There's even a theme song - Janelle Monae's ""Hell You Talmbout."" Something is very wrong, Gladwell argues, with the tools and strategies we use to make sense of people we don't know. And because we don't know how to talk to strangers, we are inviting conflict and misunderstanding in ways that have a profound effect on our lives and our world.",http://books.google.com/books/content?id=VnuGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Inside Out,"INSTANT #1 NEW YORK TIMES BESTSELLER A Best Book of the Year: The New Yorker, The Guardian, The Sunday Times, The Daily Mail, Good Morning America, She Reads Famed American actress Demi Moore at last tells her own story in a surprisingly intimate and emotionally charged memoir. For decades, Demi Moore has been synonymous with celebrity. From iconic film roles to high-profile relationships, Moore has never been far from the spotlight—or the headlines. Even as Demi was becoming the highest paid actress in Hollywood, however, she was always outrunning her past, just one step ahead of the doubts and insecurities that defined her childhood. Throughout her rise to fame and during some of the most pivotal moments of her life, Demi battled addiction, body image issues, and childhood trauma that would follow her for years—all while juggling a skyrocketing career and at times negative public perception. As her success grew, Demi found herself questioning if she belonged in Hollywood, if she was a good mother, a good actress—and, always, if she was simply good enough. As much as her story is about adversity, it is also about tremendous resilience. In this deeply candid and reflective memoir, Demi pulls back the curtain and opens up about her career and personal life—laying bare her tumultuous relationship with her mother, her marriages, her struggles balancing stardom with raising a family, and her journey toward open heartedness. Inside Out is a story of survival, success, and surrender—a wrenchingly honest portrayal of one woman’s at once ordinary and iconic life.",http://books.google.com/books/content?id=fd6SDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Blowout,"#1 NEW YORK TIMES BESTSELLER • Big Oil and Gas Versus Democracy—Winner Take All In 2010, the words “earthquake swarm” entered the lexicon in Oklahoma. That same year, a trove of Michael Jackson memorabilia—including his iconic crystal-encrusted white glove—was sold at auction for over $1 million to a guy who was, officially, just the lowly forestry minister of the tiny nation of Equatorial Guinea. And in 2014, Ukrainian revolutionaries raided the palace of their ousted president and found a zoo of peacocks, gilded toilets, and a floating restaurant modeled after a Spanish galleon. Unlikely as it might seem, there is a thread connecting these events, and Rachel Maddow follows it to its crooked source: the unimaginably lucrative and equally corrupting oil and gas industry. With her trademark black humor, Maddow takes us on a switchback journey around the globe, revealing the greed and incompetence of Big Oil and Gas along the way, and drawing a surprising conclusion about why the Russian government hacked the 2016 U.S. election. She deftly shows how Russia’s rich reserves of crude have, paradoxically, stunted its growth, forcing Putin to maintain his power by spreading Russia’s rot into its rivals, its neighbors, the West’s most important alliances, and the United States. Chevron, BP, and a host of other industry players get their star turn, most notably ExxonMobil and the deceptively well-behaved Rex Tillerson. The oil and gas industry has weakened democracies in developed and developing countries, fouled oceans and rivers, and propped up authoritarian thieves and killers. But being outraged at it is, according to Maddow, “like being indignant when a lion takes down and eats a gazelle. You can’t really blame the lion. It’s in her nature.” Blowout is a call to contain the lion: to stop subsidizing the wealthiest businesses on earth, to fight for transparency, and to check the influence of the world’s most destructive industry and its enablers. The stakes have never been higher. As Maddow writes, “Democracy either wins this one or disappears.”",http://books.google.com/books/content?id=bXuODwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Black Like Me,"This American classic has been corrected from the original manuscripts and indexed, featuring historic photographs and an extensive biographical afterword.",http://books.google.com/books/content?id=ObTddfcqk2gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Beautiful Ones,"#1 NEW YORK TIMES BESTSELLER • The brilliant coming-of-age-and-into-superstardom story of one of the greatest artists of all time, in his own words—featuring never-before-seen photos, original scrapbooks and lyric sheets, and the exquisite memoir he began writing before his tragic death NAMED ONE OF THE BEST MUSIC BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW AND ONE OF THE BEST BOOKS OF THE YEAR BY THE WASHINGTON POST AND THE GUARDIAN • NOMINATED FOR THE NAACP IMAGE AWARD Prince was a musical genius, one of the most beloved, accomplished, and acclaimed musicians of our time. He was a startlingly original visionary with an imagination deep enough to whip up whole worlds, from the sexy, gritty funk paradise of “Uptown” to the mythical landscape of Purple Rain to the psychedelia of “Paisley Park.” But his most ambitious creative act was turning Prince Rogers Nelson, born in Minnesota, into Prince, one of the greatest pop stars of any era. The Beautiful Ones is the story of how Prince became Prince—a first-person account of a kid absorbing the world around him and then creating a persona, an artistic vision, and a life, before the hits and fame that would come to define him. The book is told in four parts. The first is the memoir Prince was writing before his tragic death, pages that bring us into his childhood world through his own lyrical prose. The second part takes us through Prince’s early years as a musician, before his first album was released, via an evocative scrapbook of writing and photos. The third section shows us Prince’s evolution through candid images that go up to the cusp of his greatest achievement, which we see in the book’s fourth section: his original handwritten treatment for Purple Rain—the final stage in Prince’s self-creation, where he retells the autobiography of the first three parts as a heroic journey. The book is framed by editor Dan Piepenbring’s riveting and moving introduction about his profound collaboration with Prince in his final months—a time when Prince was thinking deeply about how to reveal more of himself and his ideas to the world, while retaining the mystery and mystique he’d so carefully cultivated—and annotations that provide context to the book’s images. This work is not just a tribute to an icon, but an original and energizing literary work in its own right, full of Prince’s ideas and vision, his voice and image—his undying gift to the world.",http://books.google.com/books/content?id=AWKSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
