author,year,genre,title,description,thumbnail
,2017,fiction,Y Is for Yesterday,"Private investigator Kinsey Millhone confronts her darkest and most disturbing case in this #1 New York Times bestseller from Sue Grafton. The darkest and most disturbing case report from the files of Kinsey Millhone, Y begins in 1979, when four teenage boys from an elite private school sexually assault a fourteen-year-old classmate--and film the attack. Not long after, the tape goes missing and the suspected thief, a fellow classmate, is murdered. In the investigation that follows, one boy turns state's evidence and two of his peers are convicted. But the ringleader escapes without a trace. Now it's 1989 and one of the perpetrators, Fritz McCabe, has been released from prison. Moody, unrepentant, and angry, he is a virtual prisoner of his ever-watchful parents--until a copy of the missing tape arrives with a ransom demand. That's when the McCabes call Kinsey Millhone for help. As she is drawn into their family drama, she keeps a watchful eye on Fritz. But he's not the only one being haunted by the past. A vicious sociopath with a grudge against Millhone may be leaving traces of himself for her to find...",http://books.google.com/books/content?id=W6l2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Glass Houses,"An instant New York Times Bestseller and August 2017 LibraryReads pick! “Penny’s absorbing, intricately plotted 13th Gamache novel proves she only gets better at pursuing dark truths with compassion and grace.” —PEOPLE “Louise Penny wrote the book on escapist mysteries.” —The New York Times Book Review “You won't want Louise Penny's latest to end....Any plot summary of Penny’s novels inevitably falls short of conveying the dark magic of this series.... It takes nerve and skill — as well as heart — to write mysteries like this. ‘Glass Houses,’ along with many of the other Gamache books, is so compelling that, for the space of reading it, you may well feel that much of what’s going on in the world outside the novel is ‘just noise.’” —Maureen Corrigan, The Washington Post When a mysterious figure appears in Three Pines one cold November day, Armand Gamache and the rest of the villagers are at first curious. Then wary. Through rain and sleet, the figure stands unmoving, staring ahead. From the moment its shadow falls over the village, Gamache, now Chief Superintendent of the Sûreté du Québec, suspects the creature has deep roots and a dark purpose. Yet he does nothing. What can he do? Only watch and wait. And hope his mounting fears are not realized. But when the figure vanishes overnight and a body is discovered, it falls to Gamache to discover if a debt has been paid or levied. Months later, on a steamy July day as the trial for the accused begins in Montréal, Chief Superintendent Gamache continues to struggle with actions he set in motion that bitter November, from which there is no going back. More than the accused is on trial. Gamache’s own conscience is standing in judgment. In Glass Houses, her latest utterly gripping book, number-one New York Times bestselling author Louise Penny shatters the conventions of the crime novel to explore what Gandhi called the court of conscience. A court that supersedes all others.",http://books.google.com/books/content?id=UXARDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Echoes in Death,"Echoes in Death, the chilling new suspense novel from #1 New York Times bestselling author J.D. Robb is the perfect entry point into the compelling In Death police procedural series featuring Lieutenant Eve Dallas. As NY Lt. Eve Dallas and her billionaire husband Roarke are driving home, a young woman—dazed, naked, and bloody—suddenly stumbles out in front of their car. Roarke slams on the brakes and Eve springs into action. Daphne Strazza is rushed to the ER, but it’s too late for her husband Dr. Anthony Strazza. A brilliant orthopedic surgeon, he now lies dead amid the wreckage of his obsessively organized town house, his three safes opened and emptied. Daphne would be a valuable witness, but in her terror and shock the only description of the perp she can offer is repeatedly calling him “the devil”... While it emerges that Dr. Strazza was cold, controlling, and widely disliked, this is one case where the evidence doesn’t point to the spouse. So Eve and her team must get started on the legwork, interviewing everyone from dinner-party guests to professional colleagues to caterers, in a desperate race to answer some crucial questions: What does the devil look like? And where will he show up next?",http://books.google.com/books/content?id=351MDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,A Column of Fire,"""In 1558, the ancient stones of Kingsbridge Cathedral look down on a city torn apart by religious conflict. As power in England shifts precariously between Catholics and Protestants, royalty and commoners clash, testing friendship, loyalty, and love. Ned Willard wants nothing more than to marry Margery Fitzgerald. But when the lovers find themselves on opposing sides of the religious conflict dividing the country, Ned goes to work for Princess Elizabeth. When she becomes queen, all Europe turns against England. The shrewd, determined young monarch sets up the country's first secret service to give her early warning of assassination plots, rebellions, and invasion plans.""--Back cover.",http://books.google.com/books/content?id=NG6mDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,The Cuban Affair,"From the legendary #1 New York Times bestselling author of Plum Island and Night Fall comes this “action-packed, relentlessly paced thriller” (Publishers Weekly, starred review) featuring US Army combat veteran Daniel “Mac” MacCormick, now a charter boat captain, who is about to set sail on his most dangerous cruise. Daniel “Mac” Graham MacCormick seems to have a pretty good life. At age thirty-five he’s living in Key West, owner of a forty-two-foot charter fishing boat The Maine. But after serving five years in the Army and purchasing a boat with a big bank loan, Mac’s finances are more than a little shaky. One day, Mac is sitting in the famous Green Parrot Bar, contemplating his life, and waiting for Carlos, a hotshot Miami lawyer heavily involved with anti-Castro groups. Carlos wants to hire Mac and The Maine for a ten-day fishing tournament to Cuba at the standard rate, but Mac suspects there is more to this and turns it down. The price then goes up to two million dollars, and Mac agrees to hear the deal, and meet Carlos’s clients—a beautiful Cuban-American woman named Sara Ortega, and a mysterious older Cuban exile, Eduardo Valazquez. What Mac learns is that there is sixty million American dollars hidden in Cuba by Sara’s grandfather when he fled Castro’s revolution. With the “Cuban Thaw” underway between Havana and Washington, Carlos, Eduardo, and Sara know it’s only a matter of time before someone finds the stash—by accident or on purpose. And Mac knows if he accepts this job, he’ll walk away rich…or not at all.",http://books.google.com/books/content?id=taOvDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Sleeping Beauties,"Like her much-acclaimed previous novels, Susanna Moore's Sleeping Beauties is set in Hawaii, whose shimmering beauty and melancholy traditions are both seductive and dangerously hard to leave. Or so they prove for Clio, who marries a well-known Hollywood actor--providing her with the promise of escape from the entanglements of island life.",http://books.google.com/books/content?id=Ks94BOvbU4YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Origin,"The #1 New York Times Bestseller (October 2017) from the author of The Da Vinci Code. Robert Langdon, Harvard professor of symbology, arrives at the ultramodern Guggenheim Museum Bilbao to attend the unveiling of a discovery that “will change the face of science forever.” The evening’s host is Edmond Kirsch, a forty-year-old billionaire and futurist, and one of Langdon’s first students. But the meticulously orchestrated evening suddenly erupts into chaos, and Kirsch’s precious discovery teeters on the brink of being lost forever. Facing an imminent threat, Langdon is forced to flee. With him is Ambra Vidal, the elegant museum director who worked with Kirsch. They travel to Barcelona on a perilous quest to locate a cryptic password that will unlock Kirsch’s secret. Navigating the dark corridors of hidden history and extreme re­ligion, Langdon and Vidal must evade an enemy whose all-knowing power seems to emanate from Spain’s Royal Palace. They uncover clues that ultimately bring them face-to-face with Kirsch’s shocking discovery…and the breathtaking truth that has long eluded us.",http://books.google.com/books/content?id=Pz4YDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,The Rooster Bar,"#1 New York Times bestselling author John Grisham’s newest legal thriller takes you inside a law firm that’s on shaky ground. “[A] buoyant, mischievous thriller . . . Grisham writes in such an inventive spirit. . . . A treat.”—Janet Maslin, The New York Times Mark, Todd, and Zola came to law school to change the world, to make it a better place. But now, as third-year students, these close friends realize they have been duped. They all borrowed heavily to attend a third-tier for-profit law school so mediocre that its graduates rarely pass the bar exam, let alone get good jobs. And when they learn that their school is one of a chain owned by a shady New York hedge-fund operator who also happens to own a bank specializing in student loans, the three know they have been caught up in The Great Law School Scam. But maybe there’s a way out. Maybe there’s a way to escape their crushing debt, expose the bank and the scam, and make a few bucks in the process. But to do so, they would first have to quit school. And leaving law school a few short months before graduation would be completely crazy, right? Well, yes and no . . . Pull up a stool, grab a cold one, and get ready to spend some time at The Rooster Bar. “Satisfying . . . Grisham [is] at his best when he brings his sardonic sense of humor to the sometimes questionable ethics of law and banking.”—USA Today “[A] smartly told tale . . . gratifying and all-too-real.”—The Washington Post",http://books.google.com/books/content?id=v8APDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Two Kinds of Truth,"Harry Bosch searches for the truth in the new thriller from #1 NYT bestselling author Michael Connelly An NPR Best Book of 2017A Times Critics' Top Book of 2017 A Barnes & Noble Best Book of 2017A South Florida Sun-Sentinel Best Mystery of 2017 An Amazon Book of the Month Harry Bosch, exiled from the LAPD, is working cold cases for the San Fernando Police Department when all hands are called out to a local drugstore, where two pharmacists have been murdered in a robbery. Bosch and the tiny town's three-person detective squad sift through the clues, which lead into the dangerous, big-business world of prescription drug abuse. To get to the people at the top, Bosch must risk everything and go undercover in the shadowy world of organized pill mills. Meanwhile, an old case from Bosch's days with the LAPD comes back to haunt him when a long-imprisoned killer claims Harry framed him and seems to have new evidence to prove it. Bosch left the LAPD on bad terms, so his former colleagues are not keen on protecting his reputation. But if this conviction is overturned, every case Bosch ever worked will be called into question. As usual, he must fend for himself as he tries to clear his name and keep a clever killer in prison. The two cases wind around each other like strands of barbed wire. Along the way, Bosch discovers that there are two kinds of truth: the kind that sets you free and the kind that leaves you buried in darkness. Tense, fast-paced, and fueled by this legendary detective's unrelenting sense of mission, Two Kinds of Truth is proof positive that ""Connelly writes cops better than anyone else in the business"" (New York Post).",http://books.google.com/books/content?id=4M8pDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,The Midnight Line,"""Reacher rides the bus north from Milwaukee. At a comfort stop in Wisconsin dairy country he takes a stroll. Among the cheap junk in a pawn shop window he notices a West Point class ring for sale. It's tiny. A woman cadet's ring. Why would she pawn it? Reacher knows what Serena Sanderson must have gone through to get it. He fights through a biker gang and a South Dakota gangster, following the trail of the ring to the emptiness of Wyoming, in search of Major Sanderson. Is she OK?""--",http://books.google.com/books/content?id=UNk4DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,Hardcore Twenty-Four,"Janet Evanovich’s #1 New York Times bestselling sensation Stephanie Plum returns in her twenty-forth thriller as mutilated corpses litter the streets of New Jersey... Trouble comes in bunches for Stephanie Plum. First, professional grave robber and semi-professional loon, Simon Diggery, won’t let her take him in until she agrees to care for his boa constrictor, Ethel. Stephanie’s main qualification for babysitting an extremely large snake is that she owns a stun gun—whether that’s for use on the wandering serpent or the petrified neighbors remains to be seen. Events take a dark turn when headless bodies start appearing across town. At first, it’s just corpses from a funeral home and the morgue that have had the heads removed. But when a homeless man is murdered and dumped behind a church Stephanie knows that she’s the only one with a prayer of catching this killer. If all that’s not enough, Diesel’s back in town. The 6-foot-tall, blonde-haired hunk is a man who accepts no limits—that includes locked doors, closed windows and underwear. Trenton’s hottest cop, Joe Morelli isn’t pleased at this unexpected arrival nor is Ranger, the high-powered security consultant who has his own plans for Stephanie. As usual Jersey’s favorite bounty hunter is stuck in the middle with more questions than answers. What’s the deal with Grandma Mazur’s latest online paramour? Who is behind the startling epidemic of mutilated corpses? And is the enigmatic Diesel’s sudden appearance a coincidence or the cause of recent deadly events?",http://books.google.com/books/content?id=rfEtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2017,fiction,The People vs. Alex Cross,"___________________________________ 'No one gets this big without amazing natural storytelling talent - which is what Jim has, in spades. The Alex Cross series proves it.' LEE CHILD, international bestselling author of the Jack Reacher series Detective Alex Cross has never been on the wrong side of the law. Until now. An old nemesis of his, Gary Soneji, has been dead for years, but now he's the focus of a strange criminal cult. A violent encounter with them results in Cross copping murder charges – and becoming the poster child for trigger-happy cops. He knows it was self-defence. Will the jury agree? Suspended from the police and fighting for his freedom, even Cross’s own family begin to doubt his innocence as shocking evidence against him emerges. With everything on the line, Cross must go it alone. He’s the only one who knows that there’s a real murderer watching from the shadows, one Cross must stop – even if it means he can’t save himself...",http://books.google.com/books/content?id=qxscDgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2017,fiction,Fifty Shades Darker,"Daunted by the singular sexual tastes and dark secrets of the beautiful, tormented young entrepreneur Christian Grey, Anastasia Steele has broken off their relationship to start a new career with a Seattle publishing house.",http://books.google.com/books/content?id=GPhhvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2017,fiction,Year One,"Where there had been order, there was now chaos. The sickness came on suddenly, and spread quickly. Within weeks, everything people counted on began to fail them. As the power of science and technology receded, magic rose up in its place. In a world of survivors where every stranger encountered could be either a savage or a saviour, none of them knows exactly where they are heading, or why. But a purpose awaits them that will shape their lives and the lives of all those who remainches Print run 1,000,000.",http://books.google.com/books/content?id=yZ1BDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Ron Chernow,2018,nonfiction,Grant,"The #1 New York Times bestseller. New York Times Book Review 10 Best Books of 2017 Pulitzer Prize winner Ron Chernow returns with a sweeping and dramatic portrait of one of our most compelling generals and presidents, Ulysses S. Grant. Ulysses S. Grant's life has typically been misunderstood. All too often he is caricatured as a chronic loser and an inept businessman, or as the triumphant but brutal Union general of the Civil War. But these stereotypes don't come close to capturing him, as Chernow shows in his masterful biography, the first to provide a complete understanding of the general and president whose fortunes rose and fell with dizzying speed and frequency. Before the Civil War, Grant was flailing. His business ventures had ended dismally, and despite distinguished service in the Mexican War he ended up resigning from the army in disgrace amid recurring accusations of drunkenness. But in war, Grant began to realize his remarkable potential, soaring through the ranks of the Union army, prevailing at the battle of Shiloh and in the Vicksburg campaign, and ultimately defeating the legendary Confederate general Robert E. Lee. Along the way, Grant endeared himself to President Lincoln and became his most trusted general and the strategic genius of the war effort. Grant’s military fame translated into a two-term presidency, but one plagued by corruption scandals involving his closest staff members. More important, he sought freedom and justice for black Americans, working to crush the Ku Klux Klan and earning the admiration of Frederick Douglass, who called him “the vigilant, firm, impartial, and wise protector of my race.” After his presidency, he was again brought low by a dashing young swindler on Wall Street, only to resuscitate his image by working with Mark Twain to publish his memoirs, which are recognized as a masterpiece of the genre. With lucidity, breadth, and meticulousness, Chernow finds the threads that bind these disparate stories together, shedding new light on the man whom Walt Whitman described as “nothing heroic... and yet the greatest hero.” Chernow’s probing portrait of Grant's lifelong struggle with alcoholism transforms our understanding of the man at the deepest level. This is America's greatest biographer, bringing movingly to life one of our finest but most underappreciated presidents. The definitive biography, Grant is a grand synthesis of painstaking research and literary brilliance that makes sense of all sides of Grant's life, explaining how this simple Midwesterner could at once be so ordinary and so extraordinary. Named one of the best books of the year by Goodreads • Amazon • The New York Times • Newsday • BookPage • Barnes and Noble • Wall Street Journal",http://books.google.com/books/content?id=wRYcDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Neil deGrasse Tyson,2018,nonfiction,Astrophysics for Young People in a Hurry,"Neil deGrasse Tyson’s #1 New York Times best-selling guide to the cosmos, adapted for young readers. From the basics of physics to big questions about the nature of space and time, celebrated astrophysicist and science communicator Neil deGrasse Tyson breaks down the mysteries of the cosmos into bite-sized pieces. Astrophysics for Young People in a Hurry describes the fundamental rules and unknowns of our universe clearly—and with Tyson’s characteristic wit, there’s a lot of fun thrown in, too. This adaptation by Gregory Mone includes full-color photos, infographics, and extra explanations to make even the trickiest concepts accessible. Building on the wonder inspired by outer space, Astrophysics for Young People in a Hurry introduces an exciting field and the principles of scientific inquiry to young readers.",http://books.google.com/books/content?id=WkZmDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Michael Wolff,2018,nonfiction,Fire and Fury,"#1 New York Times Bestseller With extraordinary access to the West Wing, Michael Wolff reveals what happened behind-the-scenes in the first nine months of the most controversial presidency of our time in Fire and Fury: Inside the Trump White House. Since Donald Trump was sworn in as the 45th President of the United States, the country—and the world—has witnessed a stormy, outrageous, and absolutely mesmerizing presidential term that reflects the volatility and fierceness of the man elected Commander-in-Chief. This riveting and explosive account of Trump’s administration provides a wealth of new details about the chaos in the Oval Office, including: -- What President Trump’s staff really thinks of him -- What inspired Trump to claim he was wire-tapped by President Obama -- Why FBI director James Comey was really fired -- Why chief strategist Steve Bannon and Trump’s son-in-law Jared Kushner couldn’t be in the same room -- Who is really directing the Trump administration’s strategy in the wake of Bannon’s firing -- What the secret to communicating with Trump is -- What the Trump administration has in common with the movie The Producers Never before in history has a presidency so divided the American people. Brilliantly reported and astoundingly fresh, Fire and Fury shows us how and why Donald Trump has become the king of discord and disunion. “Essential reading.”—Michael D’Antonio, author of Never Enough: Donald Trump and the Pursuit of Success, CNN.com “Not since Harry Potter has a new book caught fire in this way...[Fire and Fury] is indeed a significant achievement, which deserves much of the attention it has received.”—The Economist",http://books.google.com/books/content?id=E3M-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Tara Westover,2018,nonfiction,Educated,"#1 NEW YORK TIMES, WALL STREET JOURNAL, AND BOSTON GLOBE BESTSELLER • NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY THE NEW YORK TIMES BOOK REVIEW • ONE OF PRESIDENT BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR • BILL GATES’S HOLIDAY READING LIST • FINALIST FOR THE NATIONAL BOOK CRITICS CIRCLE’S AWARD IN AUTOBIOGRAPHY • FINALIST FOR THE NATIONAL BOOK CRITICS CIRCLE’S JOHN LEONARD PRIZE FOR BEST FIRST BOOK • FINALIST FOR THE PEN/JEAN STEIN BOOK AWARD • FINALIST FOR THE LOS ANGELES BOOK PRIZE NAMED ONE OF PASTE’S BEST MEMOIRS OF THE DECADE • NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The Washington Post • O: The Oprah Magazine • Time • NPR • Good Morning America • San Francisco Chronicle • The Guardian • The Economist • Financial Times • Newsday • New York Post • theSkimm • Refinery29 • Bloomberg • Self • Real Simple • Town & Country • Bustle • Paste • Publishers Weekly • Library Journal • LibraryReads • BookRiot • Pamela Paul, KQED • New York Public Library An unforgettable memoir about a young girl who, kept out of school, leaves her survivalist family and goes on to earn a PhD from Cambridge University Born to survivalists in the mountains of Idaho, Tara Westover was seventeen the first time she set foot in a classroom. Her family was so isolated from mainstream society that there was no one to ensure the children received an education, and no one to intervene when one of Tara’s older brothers became violent. When another brother got himself into college, Tara decided to try a new kind of life. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge University. Only then would she wonder if she’d traveled too far, if there was still a way home. “Beautiful and propulsive . . . Despite the singularity of [Tara Westover’s] childhood, the questions her book poses are universal: How much of ourselves should we give to those we love? And how much must we betray them to grow up?”—Vogue “Westover has somehow managed not only to capture her unsurpassably exceptional upbringing, but to make her current situation seem not so exceptional at all, and resonant for many others.”—The New York Times Book Review",http://books.google.com/books/content?id=2ObWDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Michelle McNamara,2018,nonfiction,I'll Be Gone in the Dark,"THE BASIS FOR THE MAJOR 6-PART HBO® DOCUMENTARY SERIES #1 NEW YORK TIMES BESTSELLER A BEST BOOK OF THE YEAR: Washington Post | Maureen Corrigan, NPR | Paste | Seattle Times | Entertainment Weekly | Esquire | Slate | Buzzfeed | Jezebel | Philadelphia Inquirer | Publishers Weekly | Kirkus Reviews | Library Journal | Bustle Winner of the Goodreads Choice Awards for Nonfiction | Anthony Award Winner | SCIBA Book Award Winner | Finalist for the Edgar Award for Best Fact Crime | Longlisted for the Carnegie Medal for Excellence The haunting true story of the elusive serial rapist turned murderer who terrorized California during the 70s and 80s, and of the gifted journalist who died tragically while investigating the case—which was solved in April 2018. The haunting true story of the elusive serial rapist turned murderer who terrorized California during the 70s and 80s, and of the gifted journalist who died tragically while investigating the case—which was solved in April 2018. Introduction by Gillian Flynn • Afterword by Patton Oswalt “A brilliant genre-buster.... Propulsive, can’t-stop-now reading.” —Stephen King For more than ten years, a mysterious and violent predator committed fifty sexual assaults in Northern California before moving south, where he perpetrated ten sadistic murders. Then he disappeared, eluding capture by multiple police forces and some of the best detectives in the area. Three decades later, Michelle McNamara, a true crime journalist who created the popular website TrueCrimeDiary.com, was determined to find the violent psychopath she called ""the Golden State Killer."" Michelle pored over police reports, interviewed victims, and embedded herself in the online communities that were as obsessed with the case as she was. I’ll Be Gone in the Dark—the masterpiece McNamara was writing at the time of her sudden death—offers an atmospheric snapshot of a moment in American history and a chilling account of a criminal mastermind and the wreckage he left behind. It is also a portrait of a woman’s obsession and her unflagging pursuit of the truth. Utterly original and compelling, it has been hailed as a modern true crime classic—one which fulfilled Michelle's dream: helping unmask the Golden State Killer.",http://books.google.com/books/content?id=R7NuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Michael Isikoff,2018,nonfiction,Russian Roulette,"The incredible, harrowing account of how American democracy was hacked by Moscow as part of a covert operation to influence the U.S. election and help Donald Trump gain the presidency. ""Russian Roulette is...the most thorough and riveting account."" -- The New York Times Russian Roulette is a story of political skullduggery unprecedented in American history. It weaves together tales of international intrigue, cyber espionage, and superpower rivalry. After U.S.-Russia relations soured, as Vladimir Putin moved to reassert Russian strength on the global stage, Moscow trained its best hackers and trolls on U.S. political targets and exploited WikiLeaks to disseminate information that could affect the 2016 election. The Russians were wildly successful and the great break-in of 2016 was no ""third-rate burglary."" It was far more sophisticated and sinister -- a brazen act of political espionage designed to interfere with American democracy. At the end of the day, Trump, the candidate who pursued business deals in Russia, won. And millions of Americans were left wondering, what the hell happened? This story of high-tech spying and multiple political feuds is told against the backdrop of Trump's strange relationship with Putin and the curious ties between members of his inner circle -- including Paul Manafort and Michael Flynn -- and Russia. Russian Roulette chronicles and explores this bizarre scandal, explains the stakes, and answers one of the biggest questions in American politics: How and why did a foreign government infiltrate the country's political process and gain influence in Washington?",http://books.google.com/books/content?id=Tzc3DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Peter Schweizer,2018,nonfiction,Secret Empires,From the New York Times bestselling author of Clinton Cash comes an explosive new political expose!,http://books.google.com/books/content?id=ywyWDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jamie Lee Curtis,2018,nonfiction,This Is Me,"From the #1 New York Times bestselling creative team of Jamie Lee Curtis and Laura Cornell comes a timely picture book about immigration. Raising important identity issues like “Where did we come from?” and “Who are we?” This Is Me is as delightful as it is important, sure to stimulate dinner table conversation. In This Is Me a teacher tells her class about her great-grandmother’s dislocating journey from home to a new country with nothing but a small suitcase to bring along. And she asks: What would you pack? What are the things you love best? What says “This is me!” With its lively, rhyming language and endearing illustrations, it’s a book to read again and again, imagining the lives of the different characters, finding new details in the art, thinking about what it would be like to move someplace completely different.",http://books.google.com/books/content?id=ZBN_CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
David Grann,2018,nonfiction,Killers of the Flower Moon,"NEW YORK TIMES BESTSELLER - NATIONAL BOOK AWARD FINALIST ""Disturbing and riveting...It will sear your soul."" —Dave Eggers, New York Times Book Review SHELF AWARENESS'S BEST BOOK OF 2017 Named a best book of the year by Wall Street Journal, The Boston Globe, San Francisco Chronicle, GQ, Time, Newsday, Entertainment Weekly, Time Magazine, NPR's Maureen Corrigan, NPR's ""On Point,"" Vogue, Smithsonian, Cosmopolitan, Seattle Times, Bloomberg, Lit Hub's ""Ultimate Best Books,"" Library Journal, Paste, Kirkus, Slate.com and Book Browse From New Yorker staff writer David Grann, #1 New York Times best-selling author of The Lost City of Z, a twisting, haunting true-life murder mystery about one of the most monstrous crimes in American history In the 1920s, the richest people per capita in the world were members of the Osage Indian nation in Oklahoma. After oil was discovered beneath their land, they rode in chauffeured automobiles, built mansions, and sent their children to study in Europe. Then, one by one, the Osage began to be killed off. The family of an Osage woman, Mollie Burkhart, became a prime target. Her relatives were shot and poisoned. And it was just the beginning, as more and more members of the tribe began to die under mysterious circumstances. In this last remnant of the Wild West—where oilmen like J. P. Getty made their fortunes and where desperadoes like Al Spencer, the “Phantom Terror,” roamed—many of those who dared to investigate the killings were themselves murdered. As the death toll climbed to more than twenty-four, the FBI took up the case. It was one of the organization’s first major homicide investigations and the bureau badly bungled the case. In desperation, the young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to unravel the mystery. White put together an undercover team, including one of the only American Indian agents in the bureau. The agents infiltrated the region, struggling to adopt the latest techniques of detection. Together with the Osage they began to expose one of the most chilling conspiracies in American history. In Killers of the Flower Moon, David Grann revisits a shocking series of crimes in which dozens of people were murdered in cold blood. Based on years of research and startling new evidence, the book is a masterpiece of narrative nonfiction, as each step in the investigation reveals a series of sinister secrets and reversals. But more than that, it is a searing indictment of the callousness and prejudice toward American Indians that allowed the murderers to operate with impunity for so long. Killers of the Flower Moon is utterly compelling, but also emotionally devastating.",http://books.google.com/books/content?id=3IC7CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Madeleine Albright,2018,nonfiction,Fascism: A Warning,"#1 New York Times Bestseller Best Books of 2018 --The Economist A personal and urgent examination of Fascism in the twentieth century and how its legacy shapes today’s world, written by one of America’s most admired public servants, the first woman to serve as U.S. secretary of state A Fascist, observes Madeleine Albright, “is someone who claims to speak for a whole nation or group, is utterly unconcerned with the rights of others, and is willing to use violence and whatever other means are necessary to achieve the goals he or she might have.” The twentieth century was defined by the clash between democracy and Fascism, a struggle that created uncertainty about the survival of human freedom and left millions dead. Given the horrors of that experience, one might expect the world to reject the spiritual successors to Hitler and Mussolini should they arise in our era. In Fascism: A Warning, Madeleine Albright draws on her experiences as a child in war-torn Europe and her distinguished career as a diplomat to question that assumption. Fascism, as she shows, not only endured through the twentieth century but now presents a more virulent threat to peace and justice than at any time since the end of World War II. The momentum toward democracy that swept the world when the Berlin Wall fell has gone into reverse. The United States, which historically championed the free world, is led by a president who exacerbates division and heaps scorn on democratic institutions. In many countries, economic, technological, and cultural factors are weakening the political center and empowering the extremes of right and left. Contemporary leaders such as Vladimir Putin and Kim Jong-un are employing many of the tactics used by Fascists in the 1920s and 30s. Fascism: A Warning is a book for our times that is relevant to all times. Written by someone who has not only studied history but helped to shape it, this call to arms teaches us the lessons we must understand and the questions we must answer if we are to save ourselves from repeating the tragic errors of the past.",http://books.google.com/books/content?id=YGtzDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
James Comey,2018,nonfiction,A Higher Loyalty,"In his book, former FBI director James Comey shares his never-before-told experiences from some of the highest-stakes situations of his career in the past two decades of American government, exploring what good, ethical leadership looks like, and how it drives sound decisions. His journey provides an unprecedented entry into the corridors of power, and a remarkable lesson in what makes an effective leader. Mr. Comey served as director of the FBI from 2013 to 2017, appointed to the post by President Barack Obama. He previously served as U.S. attorney for the Southern District of New York, and the U.S. deputy attorney general in the administration of President George W. Bush. From prosecuting the Mafia and Martha Stewart to helping change the Bush administration's policies on torture and electronic surveillance, overseeing the Hillary Clinton e-mail investigation as well as ties between the Trump campaign and Russia, Comey has been involved in some of the most consequential cases and policies of recent history.",http://books.google.com/books/content?id=4CovDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
